id,constant,position,translate
1.4. Как начать.,,,
31,indexStepsText.h2,Главный заголовок раздела,Beginnen Sie mit dem Handel mit wenigen Klicks
32,indexStepsText.step1.title,Шаг №1,Registrieren Sie sich auf der Plattform
33,indexStepsText.step1.text|dot,Описание Шага №1,Geben Sie Ihre persönlichen Daten in Ihrem Profil ein
34,indexStepsText.step2.title,Шаг №2,Ein Konto eröffnen
35,indexStepsText.step2.text|dot,Описание Шага №2,Wählen Sie eine bequeme Zahlungsoption aus und legen Sie Ihr Guthaben auf
36,indexStepsText.step3.title,Шаг №3,Führen Sie Ihre ersten Handelsvorgänge aus
37,indexStepsText.step3.text|dot,Описание Шага №3,Schauen Sie sich das Handelsterminal an und starten Sie den Handel.
1.5. Информация об аккаунтах.,,,
38,indexAccountsText.h2,Главный заголовок раздела,Tarife
39,indexAccountsText.account1.title,Аккаунт №1,Investor
40,indexAccountsText.account1.text|dot,Подзаголовок для аккаунта №1,"Zugang zu den beliebtesten Instrumenten für Anfänger und die Fähigkeit, mit minimalen Investitionen zu beginnen"
41,indexAccountsText.account2.title,Аккаунт №2,Professional
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,Erweitertes Paket von Handelsinstrumenten für fortgeschrittene Händler mit großen Investitionsbeträgen
43,indexAccountsText.account3.title,Аккаунт №3,Premium
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,"Ein komplettes Paket von Finanzinstrumenten für professionelle Händler, einschließlich spezielle Handelsbedingungen, Mindestkommissionen und zusätzliche Dienstleistungen"
45,indexAccountsText.account_condition_1,Минимальный депозит:,Mindesteinzahlung
46,indexAccountsText.account_condition_2,Кредитное плечо:,Hebel
47,indexAccountsText.account_condition_3,Моментальное исполнение,Sofortige Ausfühenng
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,Handel mit Kryptowähenngen und Metallen
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,PAMM-Konten investieren
50,indexAccountsText.account_condition_6,Отсутствие свопа,Kein Tausch
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,ETF and index trading
52,indexAccountsText.account_condition_8,Страхование депозитов,Einlagensicheenng
53,indexAccountsText.account_condition_9,Персональный менеджер,Persönlicher Manager
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,Eröffnung eines persönlichen PAMM-Kontos
53,indexAccountsText.account_condition_11,Защита депозитов,Einlagenschutz
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,24-Stunden-Support
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,Neueste wirtschaftliche news.
1.7. Футер,,,
56,footerContent,Футер текст,"{Brockername} ist angemeldet bei: Frankreich, Ile-de-France, Linie A, Marne-la-Vallee Chessie Station. Die Aktivitäten des Unternehmens werden gemäß den Anforderungen der Europäischen Wertpapiermarktaufsichtsbehörde (Lizenznummer: 096/08), der australischen Wertpapier- und Investments-Kommission (ASIC) (19-365mr) und der Finanzbehörde des Vereinigten Königreichs durchgeführt (FCA) FRN: 584283."
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,"{BROKER NAME} ist eine Gelegenheit, von überall auf der Welt Geld zu verdienen."
58,marketsHeaderText.text|dot,Подзаголовок,Wählen Sie eine beliebige Richtung für Investitionen auf die Plattform
59,commonMarketsText.title_graph,Загловок торгового графика,Handelsgerät-Chart
60,commonMarketsText.title_table,Заголовок таблицы инструментов,Instrumententisch
61,commonMarketsText.footnote,Часы работы рынков,* Öffnungs- und Schließzeiten werden durch UTC +0 angezeigt
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,Währungspaare
63,marketsListText.market1.text|dot,Подзаголовок,"Währungspaare sind eines der beliebtesten und flüssigen Ziele für den Handel. {Brokername} Instrumente helfen Ihnen, schnell ein Währungspaar auszuwählen, das Ihren Präferenzen und den persönlichen Handelsstil entspricht."
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,Metallmarkt
65,marketsListText.market2.text|dot,Подзаголовок,Metalle verlieren nicht ihre Relevanz und lassen Sie mit minimalen Risiken handeln
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,Aktien
67,marketsListText.market3.text|dot,Подзаголовок,Eine beliebte Handelsrichtung ist die Diversifizierung in den Aktienhasen verschiedener Unternehmen
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,Muttergänge
69,marketsListText.market4.text|dot,Подзаголовок,Handelsvorgänge mit Rohstoffen können Sie mit großen Lots ohne große Einzahlung interagieren.
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,Kryptozuglinge.
71,marketsListText.market5.text|dot,Подзаголовок,"CryptoCurrität gewinnt immer mehr Popularität bei Händlern, da es die Möglichkeit von anonymen Transaktionen und das Fehlen einer Einkommensteuer ist."
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,Kryptozuglinge.
73,marketsListText.market6.text|dot,Подзаголовок,"CryptoCurrität gewinnt immer mehr Popularität bei Händlern, da es die Möglichkeit von anonymen Transaktionen und das Fehlen einer Einkommensteuer ist."
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,Währungspaare
75,forexHeaderText.text|dot,Подзаголовок,"Das Platforminstrument {Brokername} ermöglicht es Ihnen, potenziell profitable Trades in Handelswährungspaaren zu ermitteln und die Besonderheiten jedes von ihnen zu berücksichtigen."
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,Beginnen Sie mit einem Geld in ein paar Klicks
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Alles, was Sie brauchen, ist Internetzugang. Erhöhen Sie Ihr Einkommen von überall in der Welt."
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,Niedriger Einstiegspunkt.
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,"Sie benötigen keine wesentlichen monetären Investitionen, um den Handel zu beginnen."
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,Kurzzeit Investitionen
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,Die Volatilität des Devisenmarktes sorgt für die Rentabilität von kurzfristigen Investitionen.
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,Round-the-Clock-Zugang 5 Tage in der Woche
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Sie können Geld für den Währungshandel zu jeder günstigen Zeit verdienen - der Devisenmarkt ist an Wochentagen rund um die Uhr geöffnet, was Ihnen 120 Stunden pro Woche zur Arbeit gibt."
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,Forex ist der unbestrittene Führer
85,forexAssetsText.text|dot,Подзаголовок,"Zahlreiche Instrumente der {brokername} -Plattform ermöglichen es Ihnen, potenziell profitable Trades in den Handelswährungspaaren genau zu erkennen und die Funktionen jedes von ihnen berücksichtigen."
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,Metallmarkt
87,metalsHeaderText.text|dot,Подзаголовок,Wählen Sie heute eine beliebige Art von Metall und starten Sie den Handel mit
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,Stabilität
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Metalle bleiben überall in der Nachfrage, unabhängig von der Situation in der Wirtschaft und der Politik"
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,Einfach und einfach
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,Sogar ein Anfänger kann mit dem Preisunterschied Geld verdienen.
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,Hohe Gewinnmarge
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,Kompetente Investitionen im Metallhandel bieten hohe Renditen mit minimalen Risiken
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,Bezahlbarer Preis
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,Der Metallhandel sorgt für stabile Erträge auch bei kleinen Einlagen
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,Metallmarkt
97,metalsAssetsText.text|dot,Подзаголовок,"Im Laufe der Jahre seiner Existenz hat sich der Metallmarkt nicht erheblich verändert. Einfache und klare Regeln ermöglichen es, bei Anfängern und Fachleuten beliebt zu bleiben."
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,Aktien
99,stocksHeaderText.text|dot,Подзаголовок,"Dies ist ein komplexer Asset mit eigenen Regeln, aber aufgrund der Kombination von Sicherheit und Rentabilität bevorzugen die Händler sie weiter."
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,Große Auswahl
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,Investieren Sie in ein Unternehmen oder eine ganze Branche für maximale Umsatzerlöse
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,Wetten Sie auf die Zukunft
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,Für die Prognose kann der Händler sich auf die Untersuchung der Branchennachrichten im Zusammenhang mit dem ausgewählten Unternehmen oder seinen Jahresabschluss einschränken.
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,Minimale Risiken
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,In der Regel überschreitet das Risiko für eine bestimmte Transaktion nicht über 3% des Investitionsbetrags
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,Zugang zu Informationen
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,Alle notwendigen Daten für den erfolgreichen Aktienhandel sind öffentlich verfügbar
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,Aktienmarkt
109,stocksAssetsText.text|dot,Подзаголовок,Ein populärer Markt unter den meisten Händlern mit einer Rendite von flüssigen Lagerbeständen bis zu 80-100% pro Jahr.
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,Muttergänge
111,commoditiesHeaderText.text|dot,Подзаголовок,"Die Analyse der Rohstoffmärkte ist ziemlich einfach, denn es geht um die Dinge, die Sie in Ihrem täglichen Leben begegnen."
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,Mindestwissen
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Sie benötigen kein besonderes Wissen oder Fähigkeiten, um Prognosen zu erstellen"
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,Hohes Einkommen
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,"Erhebliche Schwankungen der Warenpreise ermöglichen es Ihnen, erhebliche Erträge aus dem Handel mit Rohstoffen zu erhalten"
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,Muster
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"Der Rohstoffmarkt ist zyklisch, wenn Sie lernen, wie man daran arbeiten kann, können Sie Ihren Erfolg von Jahr zu Jahr wiederholen"
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,Stabilität
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,Sie können den Wert und die Liquidität bestimmter Ressourcen jahrelang vorhersagen.
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,Rohstoffmarkt.
121,commoditiesAssetsText.text|dot,Подзаголовок,"Ein konservativer, aber nicht weniger beliebter und vielversprechender Markt. Ermöglicht das Handeln von Vermögenswerten, ohne sie tatsächlich zu kaufen und Geld für den Preisunterschied zu verdienen."
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,Indizes
123,indicesHeaderText.text|dot,Подзаголовок,"Indexfonds sind die sicherste Art von Investitionen. Nehmen Sie die steigenden Aktienkurbel aus, ohne dass der Risiko eines Kapitalverlusts besteht."
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,Hohe Rentabilität
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Die Indizes ermöglichen es Ihnen, Ihr Kapital erfolgreich zu steigern"
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,Mindesteinzahlung
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Der niedrige Einstiegspunkt macht den Indexfonds-Wertpapiermarkt bei Anlegern äußerst beliebt
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,Zuverlässigkeit
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"Sie wetten nicht auf einem bestimmten Unternehmen, sondern auf ganzer Branchen"
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,Einfach und sicher
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Die Risikomution und Investitionen in das Vermögen verschiedener Unternehmen beseitigt das Risiko, dass eine Kaution verloren geht, auch wenn einer von ihnen bankrott wird."
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,Indizes-Markt
133,indicesAssetsText.text|dot,Подзаголовок,"Ein vielversprechender Markt, der es den Händlern ermöglicht, Geld erfolgreich investieren, ohne eine detaillierte Analyse der Aktien bestimmter Unternehmen zu investieren."
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,Kryptozuglinge.
135,cryptoHeaderText.text|dot,Подзаголовок,"Investitionen in die Krypto-Industrie zahlen sich in kürzester Zeit in kürzester Zeit, da auch Skeptiker bereits gesehen haben."
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,Anonymität
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,Persönliche Daten aller Marktteilnehmer sind verschlüsselt
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,Niedriger Einstiegspunkt.
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,"Minimale Finanzinvestitionen reichen aus, um in den Cryptocurrencial-Markt zu investieren"
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,24 Stunden am Tag arbeiten
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,"Der Austausch ist um die Uhr geöffnet, sodass keine Bestellungen geschlossen werden müssen"
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,Erhältlich
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Alles, was Sie brauchen, ist Internetzugang. Der Kauf von Cryptocurcy von überall auf der Welt dauert einige Sekunden."
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,Cryptocurcy Market.
145,cryptoAssetsText.text|dot,Подзаголовок,Heute ist die Kryptoindustrie ein führendes Unternehmen in der Rentabilität. Aufgrund der täglichen Wechselkursschwankungen kann ein Händler ihren Gewinn erheblich steigern.
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,Erfahren Sie mehr über die Handelsbedingungen
147,tradingHeaderText.text|dot,Подзаголовок,"{Brokername} macht jeden Anstrengungen, um sicherzustellen, dass der Handel an der Plattform maximal Einkommen und Freude aus dem Prozess selbst bietet. Sie haben Zugang zu den größten Märkten der Welt."
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,Außerhalb des Wettbewerbs.
149,tradingCalculatorText.text|dot,Подзаголовок,"{BROKER NAME} leistet alle Anstrengungen, um den Handel an unserer Plattform zu erstellen, die Sie mit maximalem Einkommen sowie ein Genuss des Prozesses selbst bieten. Sie haben Zugang zu den größten Märkten der Welt."
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"Instenment: <div class=""description"">geben Sie das ausgewählte Finanzinstenment aus der Liste an</div>"
151,estimationText.offer_2,Цена открытия,"Preis: <div class=""description"">geben Sie den geschätzten Preis für die Eröffnung und Schließung der Bestellung an, um das mögliche Ergebnis der Bestellung zu sehen</div>"
152,estimationText.offer_3,Объем сделки,"Handelsvolumen: <div class=""description"">genaue Angabe des Handelsvolumens in Losen</div>"
153,estimationText.offer_4,"Своп, в пунктах","Swap in punkten: <div class=""description"">wird automatisch auf der Genndlage der Differenz zwischen Ask- und Bid-Preisen berechnet</div>"
154,estimationText.offer_5,"Своп, в USD","Swap in USD: <div class=""description"">automatisch berechnet auf der Genndlage der Kosten für den Positions-Rollover in der Nacht</div>"
155,estimationText.offer_6,Маржа в USD,"Marge: <div class=""description"">die angegebenen Daten sind der Mindestbetrag der kostenlosen Einzahlung, der für die Durchfühenng einer Transaktion erforderlich ist</div>"
156,estimationText.offer_7,Прибыль в USD,"Gewinn: <div class=""description"">angabe des wahrscheinlichen Gewinns auf der Genndlage der aktuellen Parameter</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,Wie funktioniert der Trader-Rechner?
158,estimationText.ul_title,Подзаголовок,Anfangsdaten
159,estimationText.li_1,Данные №1,Instenment
160,estimationText.li_2,Данные №2,Eröffnungskurs
161,estimationText.li_3,Данные №3,Transaktionsvolumen
162,estimationText.li_4,Данные №4,Swap in punkten
163,estimationText.li_5,Данные №5,Swap in USD
164,estimationText.li_6,Данные №6,Margin
165,estimationText.li_7,Данные №7,Profitieren
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,Unsere Priorität ist die Interessen unserer Kunden
167,aboutHeaderText.text|dot,Подзаголовок,"Wir verfolgen keine sofortigen Vorteile, sondern steigern das Einkommen unserer Kunden stetig. Unser Hauptziel ist es, stabile, vertrauensvolle und langfristige Beziehungen zu unseren Kunden aufzubauen."
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='38000'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,Offene Handelskonten
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='400000'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,Trades pro Tag
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3' data-indicator-number='250'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,Handelsinstenmente
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='150'>0</span> mio
175,aboutCounterText.counter4.text,Текст показателя №4,Dollar tägliche Handelsvolumen
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>
177,aboutCounterText.counter5.text,Текст показателя №5,Jahr auf dem Markt
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,Sie sind immer verantwortlich
179,aboutConditionsText.text|dot,Подзаголовок,"Wir arbeiten für Sie, daher hat jeder unserer Kunden einen einfachen Entzug von Fonds und Online-Support mit rund um den Uhr."
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,Wir streben nach Marktführerschaft
181,aboutGoalsText.goal1.title,Заголовок №1,Hohe Qualität
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,"Nachdem wir die beste Handelsplattform in Bezug auf Funktionalität und Bequemlichkeit erstellt haben, ziehen wir zuversichtlich in Bezug auf den Titel des Broker-Nr. 1 in Bezug auf die Qualität der Kundendienstqualität."
183,aboutGoalsText.goal2.title,Заголовок №2,Immer einen Schritt voraus
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,"Unser Team hört dort nicht auf. Wir suchen ständig nach neuen vielversprechenden Märkten, hochzinsenden unterbewerteten Vermögenswerten und anderen Instrumenten, die unseren Kunden einen Vorteil bieten und den Umsatz steigern können."
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,Maximale Handelsmöglichkeiten
186,aboutQualityText.text,Описание заголовка №1,Unsere High-Tech-Plattform bietet mehr als 200 Handelsinstrumente zum effektiven Handel. Jeder Kunde von Anfänger bissexperte wird die besten für sich finden.
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,Ein Projekt mit riesigen Perspektiven
188,aboutHistoryText.year1.title,2017 год. Заголовок,Heller Start
189,aboutHistoryText.year1.text|dot,2017 год. Описание,"Ein Team coole Spezialisten kam zusammen, um das beste Projekt auf dem Markt zu schaffen. Keine Kompromisse, weil wir alles bis ins kleinste Detail denken."
190,aboutHistoryText.year2.title,2018 год. Заголовок,Erste Siege
191,aboutHistoryText.year2.text|dot,2018 год. Описание,"Die Anzahl der registrierten Handelskonten übertraf 20.000. Die Liste der verfügbaren Währungspaare hat sich erweitert, und es ist jetzt möglich, Kryptozurren zu handeln."
192,aboutHistoryText.year3.title,2019 год. Заголовок,Vorteil gegenüber Wettbewerbern.
193,aboutHistoryText.year3.text|dot,2019 год. Описание,"Fachleute verlassen ihre Broker zunehmend in unseren Gunsten. Neben den neuen Währungspaaren ist es möglich, die beliebtesten Kryptochurren zu handeln: von Bitcoin und Bitcoin-Bargeld bis zu Litecoin, Welligkeit und Etherium."
194,aboutHistoryText.year4.title,2020 год. Заголовок,Hohe Ziele
195,aboutHistoryText.year4.text|dot,2020 год. Описание,Wir hören dort nicht auf und sehen nur nach vorne aus.
4.6. Платформа для торговли разработанная для людей.,,,
196,aboutPlatformText.title,Заголовок,"Eine Plattform, die für alle zugänglich ist"
197,aboutPlatformText.text|dot,Подзаголовок,"Absolut jeder kann leicht mit unserer Plattform arbeiten: Sowohl ein erfahrener Händler als auch ein Anfänger. Einfachheit und Bequemlichkeit für Benutzer, viele nützliche Instrumente und Höchstgeschwindigkeit - dies unterscheidet sich {Brokername} von den Mitbewerbern."
198,aboutPlatformText.advantage1,Преимущества №1,Intuitive Schnittstelle
199,aboutPlatformText.advantage2,Преимущества №2,Alle notwendigen Instrumente zur effektiven Analyse
200,aboutPlatformText.advantage3,Преимущества №3,Maximale Geschwindigkeit der Durchführung von Transaktionen
201,aboutPlatformText.advantage4,Преимущества №4,Alle Zitate in Echtzeit
202,aboutPlatformText.advantage5,Преимущества №5,Zuverlässiger Datenschutz und Sicherheit
203,aboutPlatformText.advantage6,Преимущества №6,Qualifizierte Online-Unterstützung 24/7
204,aboutPlatformText.advantage7,Преимущества №7,Reibungsloser Handel mit negativem Saldoschutz
5. Аккредитации и лицензии.,,,
5.1. Посадочный экран,,,
205,licensesHeaderText.title,Заголовок,Garantierte Sicherheit.
206,licensesHeaderText.text,Подзаголовок к заголовку,"Unsere Integrität an unsere Kunden unter allen Umständen wird von internationalen Finanzregler wie FCA, FSC und CYSEC bestätigt."
5.2. Информация о регуляторах и банках,,,
207,licensesListText.license1.title,Заголовок №1,FCA
208,licensesListText.license1.text,Описание №1,Finanzrechtsbehörde
209,licensesListText.license2.title,Заголовок №2,CySEC
210,licensesListText.license2.text,Описание №2,CYPRUS Securities and Exchange Commission.
211,licensesListText.license3.title,Заголовок №3,FSC
212,licensesListText.license3.text,Описание №3,Finanzdienstleistungskommission der britischen Jungferninseln
213,licensesListText.license4.title,Заголовок №4,ASIC
214,licensesListText.license4.text,Описание №4,Australische Wertpapierkommission.
215,licensesListText.license5.title,Заголовок №5,Quotix Aggregator
216,licensesListText.license5.text,Описание №5,Forex Market Liquidity Aggregator
217,licensesListText.license6.title,Заголовок №6,JP Morgan
218,licensesListText.license6.text,Описание №6,Einer der größten finanziellen Beteiligungen in den Vereinigten Staaten
219,licensesListText.license7.title,Заголовок №7,MiFID
220,licensesListText.license7.text,Описание №7,"Die EU-Richtlinie ""auf den Märkten der Finanzinstrumente"""
221,licensesListText.license8.title,Заголовок №8,Goldman Sachs
222,licensesListText.license8.text,Описание №8,Einer der größten Investmentbanken der Welt
6. Ошибка 404.,,,
223,headerText404.title,Заголовок,Fehler 404
224,headerText404.text,Подзаголовок,"Diese Seite gibt es nicht, wenden Sie sich bitte an den Support."
225,headerText404.textMainPage,Вернуться на главную страницу,Startseite
226,headerText404.textSupport,Служба технической поддержки,Support-Service.
8. Формы,,,
8.1. Заголовки форм,,,
228,formsText.titleEnter,Вход в личный кабинет,Ihr persönlicher Bereich
229,formsText.titleCallback,Оставить заявку,Reichen Sie Ihre Bewerbung ein
230,formsText.titleTwoauth,Двухэтапная авторизация,Zwei-Faktor-Authentifizierung
231,buttonText.signup,Регистрация,Anmeldung
