id,constant,position,translate
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,Advanced package of trading instruments for advanced traders with large investment amounts
43,indexAccountsText.account3.title,Аккаунт №3,Premium
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,"A complete package of financial instruments for professional traders, including special trading conditions, minimum commissions and additional services"
45,indexAccountsText.account_condition_1,Минимальный депозит:,Minimum deposit
46,indexAccountsText.account_condition_2,Кредитное плечо:,Leverage
47,indexAccountsText.account_condition_3,Моментальное исполнение,Instant execution
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,Cryptocurrencies and metals trading
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,PAMM-accounts investing 
50,indexAccountsText.account_condition_6,Отсутствие свопа,No swap
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,ETF and index trading
52,indexAccountsText.account_condition_8,Страхование депозитов,Deposit insurance
53,indexAccountsText.account_condition_9,Персональный менеджер,Personal manager
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,Opening a personal PAMM-account
53,indexAccountsText.account_condition_11,Защита депозитов,Protection of deposits
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,24-hour personal support
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,Latest economic news
1.7. Футер,,,
56,footerContent,Футер текст,"{brockerName} is registered at: France, Ile-de-France, Line A, Marne-la-Vallee Chessie station. The company's activities are carried out in accordance with the requirements of the European Securities Market Supervision Authority (license number: 096/08), the Australian Securities and Investments Commission (ASIC) (19-365MR) and the Financial Regulatory Authority of the United Kingdom (FCA) FRN: 584283."
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,{Broker name} is an opportunity to earn money from anywhere in the world.
58,marketsHeaderText.text|dot,Подзаголовок,Choose any direction for investment on the platform
59,commonMarketsText.title_graph,Заголовок торгового графика,Trading instrument chart
60,commonMarketsText.title_table,Заголовок таблицы инструментов,Instruments table
61,commonMarketsText.footnote,Часы работы рынков,* opening and closing hours are indicated by UTC +0
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,Currency pairs
63,marketsListText.market1.text|dot,Подзаголовок,Currency pairs are one of the most popular and liquid destinations for trading. {BrokerName} instruments will help you quickly choose a currency pair that matches your preferences and personal trading style.
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,Metal market
65,marketsListText.market2.text|dot,Подзаголовок,Metals do not lose their relevance and allow you to trade with minimal risks
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,Stocks
67,marketsListText.market3.text|dot,Подзаголовок,A popular trading direction is diversification in the stocks hares of various companies
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,Сommodities
69,marketsListText.market4.text|dot,Подзаголовок,Trading operations with commodities allow you to interact with large lots without a large deposit.
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,Cryptocurrencies
71,marketsListText.market5.text|dot,Подзаголовок,"Cryptocurrency is gaining more and more popularity among traders, because it is the possibility of anonymous transactions and the absence of income taxation."
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,Cryptocurrencies
73,marketsListText.market6.text|dot,Подзаголовок,"Cryptocurrency is gaining more and more popularity among traders, because it is the possibility of anonymous transactions and the absence of income taxation."
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,Currency pairs
75,forexHeaderText.text|dot,Подзаголовок,The {BrokerName} platform instrument s allow you to identify potentially profitable trades in trading currency pairs and take into account the specifics of each of them.
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,Start earning money in a couple of clicks
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,All you need is internet access. Increase your income from anywhere in the world.
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,Low entry point
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,You don't need any significant monetary investments to start trading.
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,Short-term investments
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,The volatility of the foreign exchange market ensures the profitability of short-term investments.
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,Round-the-clock access 5 days a week
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,"You can earn money on currency trading at any convenient time – the foreign exchange market is open on weekdays around the clock, which gives you 120 hours a week to work."
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,Forex is the undisputed leader
85,forexAssetsText.text|dot,Подзаголовок,Numerous instruments of the {BrokerName} platform allow you to accurately identify potentially profitable trades in trading currency pairs and take into account the features of each of them.
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,Metal market
87,metalsHeaderText.text|dot,Подзаголовок,Choose any type of metal and start trading today
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,Stability
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,Metals remain in demand everywhere regardless of the situation in the economy and politics
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,Easy and simple
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,Even a novice trader can make money on the price difference.
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,High profit margin
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,Competent investments in metal trading provide high returns with minimal risks
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,Affordable price
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,Metal Trading provides stable earnings even with small deposits
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,Metal market
97,metalsAssetsText.text|dot,Подзаголовок,"Over the years of its existence, the metal market has not changed significantly. Simple and clear rules allow it to remain popular with both beginners and professionals."
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,Stocks
99,stocksHeaderText.text|dot,Подзаголовок,"This is a complex asset with its own rules, but because of the combination of security and profitability, traders continue to prefer them."
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,Huge selection
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,Invest in a company or an entire industry for maximum revenue
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,Bet on the future
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,"For forecasting, the trader may limit himself to studying industry news related to the selected company or its financial statements."
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,Minimal risks
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,"As a rule, the risk for a particular transaction does not exceed 3% of the investment amount"
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,Access to information
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,All the necessary data for successful trading of stock is publicly available
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,Stocks market
109,stocksAssetsText.text|dot,Подзаголовок,A popular market among most traders with a yield of liquid stocks up to 80-100% per annum.
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,Сommodities
111,commoditiesHeaderText.text|dot,Подзаголовок,"Analyzing commodity markets is quite simple, because it's about the things you encounter in your daily life."
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,Minimum knowledge
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,You don't need any special knowledge or skills to make forecasts
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,High income
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Significant fluctuations in the prices of goods allow you to get significant income from trading commodities
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,Pattern
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"The commodities market is cyclical, so if you learn how to work on it, you will be able to repeat your success from year to year"
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,Stability
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,You will be able to predict the value and liquidity of certain resources for years to come.
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,Commodities market
121,commoditiesAssetsText.text|dot,Подзаголовок,"A more conservative, but no less popular and promising market. Allows you to trade any assets without actually purchasing them and earn money on the price difference."
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,Indices
123,indicesHeaderText.text|dot,Подзаголовок,Index funds are the safest type of investment. Make the most of rising stock prices without the risk of capital loss.
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,High profitability
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,Indices allow you to successfully increase your capital
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,Minimum deposit
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,The low entry point makes the index fund securities market extremely popular with investors
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,Reliability
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"You are not betting on a specific company, but on entire industries"
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,Easy and safe
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,Risk diversification and investment in the assets of various companies eliminates the risk of losing a deposit even if one of them goes bankrupt.
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,Indices market
133,indicesAssetsText.text|dot,Подзаголовок,A promising market that allows traders to successfully invest funds without a detailed analysis of the stocks of specific companies.
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,Cryptocurrencies
135,cryptoHeaderText.text|dot,Подзаголовок,"Investments in the crypto industry pay off many times in the shortest possible time, as even skeptics have already seen."
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,Anonymity
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,Personal data of all market participants is encrypted
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,Low entry point
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,Minimal financial investments are sufficient to invest in the cryptocurrency market
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,Work 24 hours a day
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,"The exchange is open around the clock, so there is no need to close orders"
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,Available
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,All you need is Internet access. Buying cryptocurrency from anywhere in the world will take a few seconds.
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,Cryptocurrency market
145,cryptoAssetsText.text|dot,Подзаголовок,"Today, the crypto industry is a leader in profitability. Due to daily fluctuations in exchange rates, a trader can significantly increase their profit."
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,Learn more about the trading conditions
147,tradingHeaderText.text|dot,Подзаголовок,{BrokerName} makes every effort to ensure that trading on the platform provides maximum income and pleasure from the process itself. You have access to the world's largest markets.
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,Out of competition
149,tradingCalculatorText.text|dot,Подзаголовок,"{Broker name} makes every effort to make trading on our platform providing you with maximum income, as well as pleasure from the process itself. You have access to the world's largest markets."
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"Instrument: <div class=""description"">specify the selected financial instrument from the list</div>"
151,estimationText.offer_2,Цена открытия,"Price: <div class=""description"">specify the estimated price of opening and closing the order to see the possible result</div>"
152,estimationText.offer_3,Объем сделки,"Trade volume: <div class=""description"">specify exact trade volume in lots</div>"
153,estimationText.offer_4,"Спред, в пунктах","Spred in points: <div class=""description"">calculated automatically based on the difference between Ask and Bid prices</div>"
154,estimationText.offer_5,"Своп, в USD","Swap in USD: <div class=""description"">calculated automatically based on the cost of position rollover at night</div>"
155,estimationText.offer_6,Маржа в USD,"Margin: <div class=""description"">the specified data is the minimum amount of free deposit required to make a transaction</div>"
156,estimationText.offer_7,Прибыль в USD,"Profit: <div class=""description"">indication of probable profit based on current parameters</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,How the trader calculator works
158,estimationText.ul_title,Подзаголовок,Initial data
159,estimationText.li_1,Данные №1,Instrument
160,estimationText.li_2,Данные №2,Opening price
161,estimationText.li_3,Данные №3,Volume
162,estimationText.li_4,Данные №4,Spred in points
163,estimationText.li_5,Данные №5,Swap in USD
164,estimationText.li_6,Данные №6,Margin
165,estimationText.li_7,Данные №7,Profit
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,Our priority is the interests of our clients
167,aboutHeaderText.text|dot,Подзаголовок,"We do not pursue instant benefits, but steadily increase the income of our clients. Our main goal is to build stable, trusting and long-term relationships with our clients."
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='38000'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,active traders
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='400000'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,Open orders daily
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3' data-indicator-number='250'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,trading instruments
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='150'>0</span> mln
175,aboutCounterText.counter4.text,Текст показателя №4,Dollars daily turnover of our customers
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>
177,aboutCounterText.counter5.text,Текст показателя №5,years on the broker market
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,You are always in charge
179,aboutConditionsText.text|dot,Подзаголовок,"We work for you, so each of our clients has an easy withdrawal of funds and round-the-clock online support."
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,We strive for market leadership
181,aboutGoalsText.goal1.title,Заголовок №1,High quality
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,"Having created the best trading platform in terms of functionality and convenience, we are confidently moving towards the title of broker No. 1 in terms of customer service quality."
183,aboutGoalsText.goal2.title,Заголовок №2,Always one step ahead
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,"Our team does not stop there. We are constantly looking for new promising markets, high-yield undervalued assets and other instruments that can provide our clients with an advantage and increase revenue."
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,Maximum trading opportunities
186,aboutQualityText.text|dot,Описание заголовка №1,"Our high-tech platform offers more than 200 trading instruments for effective trading. Any client, from beginner to expert, will find the best ones for themselves."
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,A project with huge prospects
188,aboutHistoryText.year1.title,2018 год. Заголовок,Bright start
189,aboutHistoryText.year1.text|dot,2018 год. Описание,"A team of cool specialists came together to create the best project on the market. No compromises, because we think through everything to the smallest detail."
190,aboutHistoryText.year2.title,2019 год. Заголовок,First victories
191,aboutHistoryText.year2.text|dot,2019 год. Описание,"The number of registered trading accounts exceeded 20,000. The list of available currency pairs has expanded, and it is now possible to trade cryptocurrencies."
192,aboutHistoryText.year3.title,2020 год. Заголовок,Advantage over competitors
193,aboutHistoryText.year3.text|dot,2020 год. Описание,"Professionals are increasingly abandoning their brokers in our favor. Along with the new currency pairs, it is possible to trade the most popular cryptocurrencies: from Bitcoin and Bitcoin Cash to Litecoin, Ripple and Etherium."
194,aboutHistoryText.year4.title,2021 год. Заголовок,High aims
195,aboutHistoryText.year4.text|dot,2021 год. Описание,We do not stop there and look only forward.
4.6. Платформа для торговли разработанная для людей.,,,
196,aboutPlatformText.title,Заголовок,A platform accessible to everyone
197,aboutPlatformText.text|dot,Подзаголовок,"Absolutely anyone can easily work with our platform: both an experienced trader and a beginner. Simplicity and convenience for users, a lot of useful instruments and maximum speed - this is what distinguishes {BrokerName} from competitors."
198,aboutPlatformText.advantage1,Преимущества №1,Intuitive interface
199,aboutPlatformText.advantage2,Преимущества №2,All the necessary instruments for effective analysis
200,aboutPlatformText.advantage3,Преимущества №3,Maximum speed of execution of transactions
201,aboutPlatformText.advantage4,Преимущества №4,All quotes in real time
202,aboutPlatformText.advantage5,Преимущества №5,Reliable data protection and security
203,aboutPlatformText.advantage6,Преимущества №6,Qualified online support 24/7
204,aboutPlatformText.advantage7,Преимущества №7,Smooth trading with negative balance protection
5. Лицензии.,,,
5.1. Посадочный экран,,,
205,licensesHeaderText.title,Заголовок,Guaranteed security
206,licensesHeaderText.text,Подзаголовок к заголовку,"Our integrity to our clients in all circumstances is confirmed by international financial regulators such as FCA, FSC and CySEC."
5.2. Информация о регуляторах и банках,,,
207,licensesListText.license1.title,Заголовок №1,FCA
208,licensesListText.license1.text,Описание №1,Financial Conduct Authority
209,licensesListText.license2.title,Заголовок №2,CySEC
210,licensesListText.license2.text,Описание №2,Cyprus securities and Exchange Commission.
211,licensesListText.license3.title,Заголовок №3,FSC
212,licensesListText.license3.text,Описание №3,Financial Services Commission of the British Virgin Islands
213,licensesListText.license4.title,Заголовок №4,ASIC
214,licensesListText.license4.text,Описание №4,Australian Securities Commission
215,licensesListText.license5.title,Заголовок №5,Quotix Aggregator
216,licensesListText.license5.text,Описание №5,Forex Market Liquidity Aggregator
217,licensesListText.license6.title,Заголовок №6,JP Morgan
218,licensesListText.license6.text,Описание №6,One of the largest financial holdings in the United States
219,licensesListText.license7.title,Заголовок №7,MiFID
220,licensesListText.license7.text,Описание №7,"The EU Directive ""On the markets of financial instruments"""
221,licensesListText.license8.title,Заголовок №8,Goldman Sachs
222,licensesListText.license8.text,Описание №8,One of the largest investment banks in the world
6. Ошибка 404.,,,
223,headerText404.title,Заголовок,Error 404
224,headerText404.text,Подзаголовок,"This page does not exist, please contact support."
225,headerText404.textMainPage,Вернуться на главную страницу,Home page
226,headerText404.textSupport,Служба технической поддержки,Support service
8. Формы,,,
8.1. Заголовки форм,,,
228,formsText.titleEnter,Вход в личный кабинет,Your Personal Area
229,formsText.titleCallback,Оставить заявку,Submit your application
230,formsText.titleTwoauth,Двухэтапная авторизация,Two-factor authentication
231,buttonText.signup,Регистрация,Registration
232,fotmsText.titleReminder,Восстановление пароля,Password reset
8.2. Поля ввода,,,
233,formsText.labelName,Введите ваше имя,Name *
234,formsText.placeholderName,Введите ваше имя (placeholder),Your name *
235,formsText.labelLastName,Введите вашу фамилию,Surname *
236,formsText.placeholderLastName,Введите вашу фамилию (placeholder),Your surname *
237,formsText.labelMail,E-mail,E-mail *
238,formsText.placeholderEmail,Введите ваш E-mail (placeholder),Your E-mail *
239,formsText.labelPassword,Введите пароль,Password *
240,formsText.placeholderPassword,Введите пароль (placeholder),Enter password *
241,formsText.labelConfirmPassword,Подтвердите пароль,Confirm password *
242,formsText.labelPhone,Поле для ввода номера телефона,Phone number *
243,formsText.placeholderPhone,Поле для ввода номера телефона (placeholder),Your phone number *
244,formsText.labelCountry,Выберите страну,Country
245,formsText.placeholderCountry,Выберите страну (placeholder),Choose country
246,formsText.labelLanguage,Выберите язык,Language
247,formsText.placeholderLanguage,Выберите язык (placeholder),Choose language
248,formsText.labelTime,Удобное время для звонка,Time to call
249,formsText.placeholderTime,Удобное время для звонка (placeholder),Best time to call
250,formsText.lableTwoauth,Введите код двухэтапной авторизации,Authorization code *
251,formsText.placeholderTwoauth,Введите код двухэтапной авторизации (placeholder),Two-stage authorization code *
252,formsText.labelPromo,Введите промокод,Promotional code
253,formsText.placeholderPromo,Введите промокод (placeholder),Enter promotional code
8.3. Дополнительный текст,,,
254,formsText.text_required,* - обязательные поля,* - required field
255,formsText.regRecommend,"Для пароля разрешены только латинские буквы, цифры и символы. ","Only Latin letters, numbers and symbols are allowed for the password. The password must contain at least one uppercase letter, one lowercase letter and one number."
256,formsText.checkboxText,Обработка персональных данных (чекбокс),I agree to the processing of personal data
8.4. Уведомления,,,
257,formsText.titleSuccess,Спасибо за отправку сообщения (заголовок),Thank you for sending a message
258,formsText.textSuccess,Спасибо за отправку сообщения текст (подзаголовок),We will contact you shortly.
259,formsText.titleError,Ошибка отправки сообщения (заголовок),Error sending message
260,formsText.textError,Ошибка отправки сообщения текст (подзаголовок),Try later
309,formsText.titleAttention,Ошибка (заголовок),Attention!
8.5. Ссылки в форме,,,
261,formsText.forgotText,Забыли пароль?,Forgot your password?
262,formsText.allreadyText,Уже есть учетная запись,Already have an account
9. Навигация,,,
263,navText.index,Главная,Main
264,navText.markets,Рынки,Markets
265,navText.about,О компании,About company
266,navText.contacts,Контакты,Contacts
267,navText.forex,Валюты,Currencies
268,navText.metals,Металлы,Metals
269,navText.stocks,Акции,Stocks
270,navText.commodities,Товары,Commodities
271,navText.indices,Индексы,Indices
272,navText.crypto,Криптовалюты,Cryptocurrencies
273,navText.trading,Торговые условия,Trading conditions
274,navText.licenses,Аккредитация и лицензии,Accreditations and Licenses
275,formsText.checkboxAgreement,Пользовательское соглашение,User Agreement
276,formsText.checkboxPolicy,Политика возврата средств,Refund Policy
293,curLang,Текущий язык,En
10. Кнопки,,,
277,buttonText.login,Войти,Login
278,buttonText.btnReg,Зарегистрироваться,Sign up
279,buttonText.enterFormButton,Войти в кабинет,Login
280,buttonText.btnSend,Отправить,Send
281,buttonText.btnStartTrade,Начать торговать,Start trading
282,buttonText.btnOpenAcc,Открыть счет,Open an account
283,buttonText.btnCallback,Запросить звонок,Request a call
284,buttonText.btnLearMore,Узнать больше,Learn more
285,buttonText.btn404,Вернуться на главную,Go back to the main page
286,buttonText.btnSupport,Техническая поддержка,Technical support
287,buttonText.btnPartner,Стать партнером,Become a partner
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, personalized user support"
289,contactsHeaderText.text,Подзаголовок,Request a call and we will contact you shortly.
290,contactsListText.contact2,Наша почта,Our e-mail
291,contactsListText.contact3,Месторасположение,Location
292,contactsListText.contact1,Международный номер,International number
12. Тайтлы,,,
293,titles.index,index,{Broker name} - gain financial independence
294,titles.notFound,404,404 - {BrokerName} - gain financial independence
295,titles.licenses,licenses,Accreditation and licenses- {BrokerName} - gain financial independence
296,titles.reminder,recovery,Password recovery - {BrokerName} - gain financial independence
297,titles.register,register,Register - {Broker name} - gain financial independence
298,titles.login,login,Login - {Broker name} - gain financial independence
299,titles.about,about,About the company - {BrokerName} - earn money easily!
300,titles.contacts,contacts,Contacts- {BrokerName} - round-the-clock user support
301,titles.markets,markets,More than 200 financial instruments for trading from anywhere in the world
302,titles.commodities,commodities,Commodities-commodity trading with {Broker name}
303,titles.crypto,crypto,Cryptocurrencies - trade CFDs for cryptocurrencies together {BrokerName}
304,titles.forex,forex,Currencies are the most stable and promising market for investment
305,titles.indices,indices,Indices-become a pro in CFD index trading
306,titles.metals,metals,Metals-profitable trading of CFD contracts for metals
307,titles.stocks,stocks,Stocks - Stocks quotes online from {BrokerName}
308,titles.trading,trading,Trading conditions-trading accounts {Broker name}
